Year,State,County,Total Population,Total Employed Civilians,Total Unemployed Civilians,Total People in the Military,Total Population in Poverty
2017,Arizona,Apache CountyCochise CountyCoconino CountyGila CountyGraham CountyGreenlee CountyLa Paz CountyMaricopa CountyMohave CountyNavajo CountyPima CountyPinal CountySanta Cruz CountyYavapai CountyYuma County,6809946,2953891.0,225911.0,17314.0,1128046.0
2017,Arkansas,Arkansas CountyAshley CountyBaxter CountyBenton CountyBoone CountyBradley CountyCalhoun CountyCarroll CountyChicot CountyClark CountyClay CountyCleburne CountyCleveland CountyColumbia CountyConway CountyCraighead CountyCrawford CountyCrittenden CountyCross CountyDallas CountyDesha CountyDrew CountyFaulkner CountyFranklin CountyFulton CountyGarland CountyGrant CountyGreene CountyHempstead CountyHot Spring CountyHoward CountyIndependence CountyIzard CountyJackson CountyJefferson CountyJohnson CountyLafayette CountyLawrence CountyLee CountyLincoln CountyLittle River CountyLogan CountyLonoke CountyMadison CountyMarion CountyMiller CountyMississippi CountyMonroe CountyMontgomery CountyNevada CountyNewton CountyOuachita CountyPerry CountyPhillips CountyPike CountyPoinsett CountyPolk CountyPope CountyPrairie CountyPulaski CountyRandolph CountySt. Francis CountySaline CountyScott CountySearcy CountySebastian CountySevier CountySharp CountyStone CountyUnion CountyVan Buren CountyWashington CountyWhite CountyWoodruff CountyYell County,2977944,1276536.0,85128.0,4438.0,524211.0
2017,California,Alameda CountyAlpine CountyAmador CountyButte CountyCalaveras CountyColusa CountyContra Costa CountyDel Norte CountyEl Dorado CountyFresno CountyGlenn CountyHumboldt CountyImperial CountyInyo CountyKern CountyKings CountyLake CountyLassen CountyLos Angeles CountyMadera CountyMarin CountyMariposa CountyMendocino CountyMerced CountyModoc CountyMono CountyMonterey CountyNapa CountyNevada CountyOrange CountyPlacer CountyPlumas CountyRiverside CountySacramento CountySan Benito CountySan Bernardino CountySan Diego CountySan Francisco CountySan Joaquin CountySan Luis Obispo CountySan Mateo CountySanta Barbara CountySanta Clara CountySanta Cruz CountyShasta CountySierra CountySiskiyou CountySolano CountySonoma CountyStanislaus CountySutter CountyTehama CountyTrinity CountyTulare CountyTuolumne CountyVentura CountyYolo CountyYuba County,38982847,17993915.0,1491146.0,127716.0,5773408.0
2017,Colorado,Adams CountyAlamosa CountyArapahoe CountyArchuleta CountyBaca CountyBent CountyBoulder CountyBroomfield CountyChaffee CountyCheyenne CountyClear Creek CountyConejos CountyCostilla CountyCrowley CountyCuster CountyDelta CountyDenver CountyDolores CountyDouglas CountyEagle CountyElbert CountyEl Paso CountyFremont CountyGarfield CountyGilpin CountyGrand CountyGunnison CountyHinsdale CountyHuerfano CountyJackson CountyJefferson CountyKiowa CountyKit Carson CountyLake CountyLa Plata CountyLarimer CountyLas Animas CountyLincoln CountyLogan CountyMesa CountyMineral CountyMoffat CountyMontezuma CountyMontrose CountyMorgan CountyOtero CountyOuray CountyPark CountyPhillips CountyPitkin CountyProwers CountyPueblo CountyRio Blanco CountyRio Grande CountyRoutt CountySaguache CountySan Juan CountySan Miguel CountySedgwick CountySummit CountyTeller CountyWashington CountyWeld CountyYuma County,5436519,2760076.0,152856.0,33422.0,612143.0
2017,Connecticut,Fairfield CountyHartford CountyLitchfield CountyMiddlesex CountyNew Haven CountyNew London CountyTolland CountyWindham County,3594478,1805086.0,140712.0,8566.0,350783.0
2017,Delaware,Kent CountyNew Castle CountySussex County,943732,441513.0,30245.0,3016.0,111304.0
2017,District of Columbia,District of Columbia,672391,357701.0,31279.0,3441.0,111025.0
2017,Florida,Alachua CountyBaker CountyBay CountyBradford CountyBrevard CountyBroward CountyCalhoun CountyCharlotte CountyCitrus CountyClay CountyCollier CountyColumbia CountyDeSoto CountyDixie CountyDuval CountyEscambia CountyFlagler CountyFranklin CountyGadsden CountyGilchrist CountyGlades CountyGulf CountyHamilton CountyHardee CountyHendry CountyHernando CountyHighlands CountyHillsborough CountyHolmes CountyIndian River CountyJackson CountyJefferson CountyLafayette CountyLake CountyLee CountyLeon CountyLevy CountyLiberty CountyMadison CountyManatee CountyMarion CountyMartin CountyMiami-Dade CountyMonroe CountyNassau CountyOkaloosa CountyOkeechobee CountyOrange CountyOsceola CountyPalm Beach CountyPasco CountyPinellas CountyPolk CountyPutnam CountySt. Johns CountySt. Lucie CountySanta Rosa CountySarasota CountySeminole CountySumter CountySuwannee CountyTaylor CountyUnion CountyVolusia CountyWakulla CountyWalton CountyWashington County,20278447,9018570.0,699117.0,55075.0,3070972.0
2017,Georgia,Appling CountyAtkinson CountyBacon CountyBaker CountyBaldwin CountyBanks CountyBarrow CountyBartow CountyBen Hill CountyBerrien CountyBibb CountyBleckley CountyBrantley CountyBrooks CountyBryan CountyBulloch CountyBurke CountyButts CountyCalhoun CountyCamden CountyCandler CountyCarroll CountyCatoosa CountyCharlton CountyChatham CountyChattahoochee CountyChattooga CountyCherokee CountyClarke CountyClay CountyClayton CountyClinch CountyCobb CountyCoffee CountyColquitt CountyColumbia CountyCook CountyCoweta CountyCrawford CountyCrisp CountyDade CountyDawson CountyDecatur CountyDeKalb CountyDodge CountyDooly CountyDougherty CountyDouglas CountyEarly CountyEchols CountyEffingham CountyElbert CountyEmanuel CountyEvans CountyFannin CountyFayette CountyFloyd CountyForsyth CountyFranklin CountyFulton CountyGilmer CountyGlascock CountyGlynn CountyGordon CountyGrady CountyGreene CountyGwinnett CountyHabersham CountyHall CountyHancock CountyHaralson CountyHarris CountyHart CountyHeard CountyHenry CountyHouston CountyIrwin CountyJackson CountyJasper CountyJeff Davis CountyJefferson CountyJenkins CountyJohnson CountyJones CountyLamar CountyLanier CountyLaurens CountyLee CountyLiberty CountyLincoln CountyLong CountyLowndes CountyLumpkin CountyMcDuffie CountyMcIntosh CountyMacon CountyMadison CountyMarion CountyMeriwether CountyMiller CountyMitchell CountyMonroe CountyMontgomery CountyMorgan CountyMurray CountyMuscogee CountyNewton CountyOconee CountyOglethorpe CountyPaulding CountyPeach CountyPickens CountyPierce CountyPike CountyPolk CountyPulaski CountyPutnam CountyQuitman CountyRabun CountyRandolph CountyRichmond CountyRockdale CountySchley CountyScreven CountySeminole CountySpalding CountyStephens CountyStewart CountySumter CountyTalbot CountyTaliaferro CountyTattnall CountyTaylor CountyTelfair CountyTerrell CountyThomas CountyTift CountyToombs CountyTowns CountyTreutlen CountyTroup CountyTurner CountyTwiggs CountyUnion CountyUpson CountyWalker CountyWalton CountyWare CountyWarren CountyWashington CountyWayne CountyWebster CountyWheeler CountyWhite CountyWhitfield CountyWilcox CountyWilkes CountyWilkinson CountyWorth County,10201635,4606329.0,372581.0,47396.0,1679030.0
2017,Hawaii,Hawaii CountyHonolulu CountyKalawao CountyKauai CountyMaui County,1421658,671758.0,34380.0,40302.0,143148.0
2017,Idaho,Ada CountyAdams CountyBannock CountyBear Lake CountyBenewah CountyBingham CountyBlaine CountyBoise CountyBonner CountyBonneville CountyBoundary CountyButte CountyCamas CountyCanyon CountyCaribou CountyCassia CountyClark CountyClearwater CountyCuster CountyElmore CountyFranklin CountyFremont CountyGem CountyGooding CountyIdaho CountyJefferson CountyJerome CountyKootenai CountyLatah CountyLemhi CountyLewis CountyLincoln CountyMadison CountyMinidoka CountyNez Perce CountyOneida CountyOwyhee CountyPayette CountyPower CountyShoshone CountyTeton CountyTwin Falls CountyValley CountyWashington County,1657375,748658.0,42328.0,3676.0,236000.0
2017,Illinois,Adams CountyAlexander CountyBond CountyBoone CountyBrown CountyBureau CountyCalhoun CountyCarroll CountyCass CountyChampaign CountyChristian CountyClark CountyClay CountyClinton CountyColes CountyCook CountyCrawford CountyCumberland CountyDeKalb CountyDe Witt CountyDouglas CountyDuPage CountyEdgar CountyEdwards CountyEffingham CountyFayette CountyFord CountyFranklin CountyFulton CountyGallatin CountyGreene CountyGrundy CountyHamilton CountyHancock CountyHardin CountyHenderson CountyHenry CountyIroquois CountyJackson CountyJasper CountyJefferson CountyJersey CountyJo Daviess CountyJohnson CountyKane CountyKankakee CountyKendall CountyKnox CountyLake CountyLaSalle CountyLawrence CountyLee CountyLivingston CountyLogan CountyMcDonough CountyMcHenry CountyMcLean CountyMacon CountyMacoupin CountyMadison CountyMarion CountyMarshall CountyMason CountyMassac CountyMenard CountyMercer CountyMonroe CountyMontgomery CountyMorgan CountyMoultrie CountyOgle CountyPeoria CountyPerry CountyPiatt CountyPike CountyPope CountyPulaski CountyPutnam CountyRandolph CountyRichland CountyRock Island CountySt. Clair CountySaline CountySangamon CountySchuyler CountyScott CountyShelby CountyStark CountyStephenson CountyTazewell CountyUnion CountyVermilion CountyWabash CountyWarren CountyWashington CountyWayne CountyWhite CountyWhiteside CountyWill CountyWilliamson CountyWinnebago CountyWoodford County,12854526,6181653.0,491310.0,17232.0,1698613.0
2017,Indiana,Adams CountyAllen CountyBartholomew CountyBenton CountyBlackford CountyBoone CountyBrown CountyCarroll CountyCass CountyClark CountyClay CountyClinton CountyCrawford CountyDaviess CountyDearborn CountyDecatur CountyDeKalb CountyDelaware CountyDubois CountyElkhart CountyFayette CountyFloyd CountyFountain CountyFranklin CountyFulton CountyGibson CountyGrant CountyGreene CountyHamilton CountyHancock CountyHarrison CountyHendricks CountyHenry CountyHoward CountyHuntington CountyJackson CountyJasper CountyJay CountyJefferson CountyJennings CountyJohnson CountyKnox CountyKosciusko CountyLaGrange CountyLake CountyLaPorte CountyLawrence CountyMadison CountyMarion CountyMarshall CountyMartin CountyMiami CountyMonroe CountyMontgomery CountyMorgan CountyNewton CountyNoble CountyOhio CountyOrange CountyOwen CountyParke CountyPerry CountyPike CountyPorter CountyPosey CountyPulaski CountyPutnam CountyRandolph CountyRipley CountyRush CountySt. Joseph CountyScott CountyShelby CountySpencer CountyStarke CountySteuben CountySullivan CountySwitzerland CountyTippecanoe CountyTipton CountyUnion CountyVanderburgh CountyVermillion CountyVigo CountyWabash CountyWarren CountyWarrick CountyWashington CountyWayne CountyWells CountyWhite CountyWhitley County,6614418,3124295.0,202199.0,2878.0,933540.0
2017,Iowa,Adair CountyAdams CountyAllamakee CountyAppanoose CountyAudubon CountyBenton CountyBlack Hawk CountyBoone CountyBremer CountyBuchanan CountyBuena Vista CountyButler CountyCalhoun CountyCarroll CountyCass CountyCedar CountyCerro Gordo CountyCherokee CountyChickasaw CountyClarke CountyClay CountyClayton CountyClinton CountyCrawford CountyDallas CountyDavis CountyDecatur CountyDelaware CountyDes Moines CountyDickinson CountyDubuque CountyEmmet CountyFayette CountyFloyd CountyFranklin CountyFremont CountyGreene CountyGrundy CountyGuthrie CountyHamilton CountyHancock CountyHardin CountyHarrison CountyHenry CountyHoward CountyHumboldt CountyIda CountyIowa CountyJackson CountyJasper CountyJefferson CountyJohnson CountyJones CountyKeokuk CountyKossuth CountyLee CountyLinn CountyLouisa CountyLucas CountyLyon CountyMadison CountyMahaska CountyMarion CountyMarshall CountyMills CountyMitchell CountyMonona CountyMonroe CountyMontgomery CountyMuscatine CountyO'Brien CountyOsceola CountyPage CountyPalo Alto CountyPlymouth CountyPocahontas CountyPolk CountyPottawattamie CountyPoweshiek CountyRinggold CountySac CountyScott CountyShelby CountySioux CountyStory CountyTama CountyTaylor CountyUnion CountyVan Buren CountyWapello CountyWarren CountyWashington CountyWayne CountyWebster CountyWinnebago CountyWinneshiek CountyWoodbury CountyWorth CountyWright County,3118102,1599718.0,69018.0,1712.0,361343.0
2017,Kansas,Allen CountyAnderson CountyAtchison CountyBarber CountyBarton CountyBourbon CountyBrown CountyButler CountyChase CountyChautauqua CountyCherokee CountyCheyenne CountyClark CountyClay CountyCloud CountyCoffey CountyComanche CountyCowley CountyCrawford CountyDecatur CountyDickinson CountyDoniphan CountyDouglas CountyEdwards CountyElk CountyEllis CountyEllsworth CountyFinney CountyFord CountyFranklin CountyGeary CountyGove CountyGraham CountyGrant CountyGray CountyGreeley CountyGreenwood CountyHamilton CountyHarper CountyHarvey CountyHaskell CountyHodgeman CountyJackson CountyJefferson CountyJewell CountyJohnson CountyKearny CountyKingman CountyKiowa CountyLabette CountyLane CountyLeavenworth CountyLincoln CountyLinn CountyLogan CountyLyon CountyMcPherson CountyMarion CountyMarshall CountyMeade CountyMiami CountyMitchell CountyMontgomery CountyMorris CountyMorton CountyNemaha CountyNeosho CountyNess CountyNorton CountyOsage CountyOsborne CountyOttawa CountyPawnee CountyPhillips CountyPottawatomie CountyPratt CountyRawlins CountyReno CountyRepublic CountyRice CountyRiley CountyRooks CountyRush CountyRussell CountySaline CountyScott CountySedgwick CountySeward CountyShawnee CountySheridan CountySherman CountySmith CountyStafford CountyStanton CountyStevens CountySumner CountyThomas CountyTrego CountyWabaunsee CountyWallace CountyWashington CountyWichita CountyWilson CountyWoodson CountyWyandotte County,2903820,1420045.0,71009.0,18430.0,361285.0
2017,Kentucky,Adair CountyAllen CountyAnderson CountyBallard CountyBarren CountyBath CountyBell CountyBoone CountyBourbon CountyBoyd CountyBoyle CountyBracken CountyBreathitt CountyBreckinridge CountyBullitt CountyButler CountyCaldwell CountyCalloway CountyCampbell CountyCarlisle CountyCarroll CountyCarter CountyCasey CountyChristian CountyClark CountyClay CountyClinton CountyCrittenden CountyCumberland CountyDaviess CountyEdmonson CountyElliott CountyEstill CountyFayette CountyFleming CountyFloyd CountyFranklin CountyFulton CountyGallatin CountyGarrard CountyGrant CountyGraves CountyGrayson CountyGreen CountyGreenup CountyHancock CountyHardin CountyHarlan CountyHarrison CountyHart CountyHenderson CountyHenry CountyHickman CountyHopkins CountyJackson CountyJefferson CountyJessamine CountyJohnson CountyKenton CountyKnott CountyKnox CountyLarue CountyLaurel CountyLawrence CountyLee CountyLeslie CountyLetcher CountyLewis CountyLincoln CountyLivingston CountyLogan CountyLyon CountyMcCracken CountyMcCreary CountyMcLean CountyMadison CountyMagoffin CountyMarion CountyMarshall CountyMartin CountyMason CountyMeade CountyMenifee CountyMercer CountyMetcalfe CountyMonroe CountyMontgomery CountyMorgan CountyMuhlenberg CountyNelson CountyNicholas CountyOhio CountyOldham CountyOwen CountyOwsley CountyPendleton CountyPerry CountyPike CountyPowell CountyPulaski CountyRobertson CountyRockcastle CountyRowan CountyRussell CountyScott CountyShelby CountySimpson CountySpencer CountyTaylor CountyTodd CountyTrigg CountyTrimble CountyUnion CountyWarren CountyWashington CountyWayne CountyWebster CountyWhitley CountyWolfe CountyWoodford County,4424376,1938150.0,140717.0,14705.0,783586.0
2017,Louisiana,Acadia ParishAllen ParishAscension ParishAssumption ParishAvoyelles ParishBeauregard ParishBienville ParishBossier ParishCaddo ParishCalcasieu ParishCaldwell ParishCameron ParishCatahoula ParishClaiborne ParishConcordia ParishDe Soto ParishEast Baton Rouge ParishEast Carroll ParishEast Feliciana ParishEvangeline ParishFranklin ParishGrant ParishIberia ParishIberville ParishJackson ParishJefferson ParishJefferson Davis ParishLafayette ParishLafourche ParishLaSalle ParishLincoln ParishLivingston ParishMadison ParishMorehouse ParishNatchitoches ParishOrleans ParishOuachita ParishPlaquemines ParishPointe Coupee ParishRapides ParishRed River ParishRichland ParishSabine ParishSt. Bernard ParishSt. Charles ParishSt. Helena ParishSt. James ParishSt. John the Baptist ParishSt. Landry ParishSt. Martin ParishSt. Mary ParishSt. Tammany ParishTangipahoa ParishTensas ParishTerrebonne ParishUnion ParishVermilion ParishVernon ParishWashington ParishWebster ParishWest Baton Rouge ParishWest Carroll ParishWest Feliciana ParishWinn Parish,4663461,2031238.0,157186.0,15631.0,887574.0
2017,Maine,Androscoggin CountyAroostook CountyCumberland CountyFranklin CountyHancock CountyKennebec CountyKnox CountyLincoln CountyOxford CountyPenobscot CountyPiscataquis CountySagadahoc CountySomerset CountyWaldo CountyWashington CountyYork County,1330158,658693.0,36790.0,1859.0,166904.0
2017,Maryland,Allegany CountyAnne Arundel CountyBaltimore CountyCalvert CountyCaroline CountyCarroll CountyCecil CountyCharles CountyDorchester CountyFrederick CountyGarrett CountyHarford CountyHoward CountyKent CountyMontgomery CountyPrince George's CountyQueen Anne's CountySt. Mary's CountySomerset CountyTalbot CountyWashington CountyWicomico CountyWorcester CountyBaltimore city,5996079,3040792.0,198375.0,27902.0,566966.0
2017,Massachusetts,Barnstable CountyBerkshire CountyBristol CountyDukes CountyEssex CountyFranklin CountyHampden CountyHampshire CountyMiddlesex CountyNantucket CountyNorfolk CountyPlymouth CountySuffolk CountyWorcester County,6789319,3525672.0,224856.0,4953.0,727546.0
2017,Michigan,Alcona CountyAlger CountyAllegan CountyAlpena CountyAntrim CountyArenac CountyBaraga CountyBarry CountyBay CountyBenzie CountyBerrien CountyBranch CountyCalhoun CountyCass CountyCharlevoix CountyCheboygan CountyChippewa CountyClare CountyClinton CountyCrawford CountyDelta CountyDickinson CountyEaton CountyEmmet CountyGenesee CountyGladwin CountyGogebic CountyGrand Traverse CountyGratiot CountyHillsdale CountyHoughton CountyHuron CountyIngham CountyIonia CountyIosco CountyIron CountyIsabella CountyJackson CountyKalamazoo CountyKalkaska CountyKent CountyKeweenaw CountyLake CountyLapeer CountyLeelanau CountyLenawee CountyLivingston CountyLuce CountyMackinac CountyMacomb CountyManistee CountyMarquette CountyMason CountyMecosta CountyMenominee CountyMidland CountyMissaukee CountyMonroe CountyMontcalm CountyMontmorency CountyMuskegon CountyNewaygo CountyOakland CountyOceana CountyOgemaw CountyOntonagon CountyOsceola CountyOscoda CountyOtsego CountyOttawa CountyPresque Isle CountyRoscommon CountySaginaw CountySt. Clair CountySt. Joseph CountySanilac CountySchoolcraft CountyShiawassee CountyTuscola CountyVan Buren CountyWashtenaw CountyWayne CountyWexford County,9925568,4524874.0,361624.0,3844.0,1510841.0
2017,Minnesota,Aitkin CountyAnoka CountyBecker CountyBeltrami CountyBenton CountyBig Stone CountyBlue Earth CountyBrown CountyCarlton CountyCarver CountyCass CountyChippewa CountyChisago CountyClay CountyClearwater CountyCook CountyCottonwood CountyCrow Wing CountyDakota CountyDodge CountyDouglas CountyFaribault CountyFillmore CountyFreeborn CountyGoodhue CountyGrant CountyHennepin CountyHouston CountyHubbard CountyIsanti CountyItasca CountyJackson CountyKanabec CountyKandiyohi CountyKittson CountyKoochiching CountyLac qui Parle CountyLake CountyLake of the Woods CountyLe Sueur CountyLincoln CountyLyon CountyMcLeod CountyMahnomen CountyMarshall CountyMartin CountyMeeker CountyMille Lacs CountyMorrison CountyMower CountyMurray CountyNicollet CountyNobles CountyNorman CountyOlmsted CountyOtter Tail CountyPennington CountyPine CountyPipestone CountyPolk CountyPope CountyRamsey CountyRed Lake CountyRedwood CountyRenville CountyRice CountyRock CountyRoseau CountySt. Louis CountyScott CountySherburne CountySibley CountyStearns CountySteele CountyStevens CountySwift CountyTodd CountyTraverse CountyWabasha CountyWadena CountyWaseca CountyWashington CountyWatonwan CountyWilkin CountyWinona CountyWright CountyYellow Medicine County,5490726,2904103.0,130510.0,2083.0,560995.0
2017,Mississippi,Adams CountyAlcorn CountyAmite CountyAttala CountyBenton CountyBolivar CountyCalhoun CountyCarroll CountyChickasaw CountyChoctaw CountyClaiborne CountyClarke CountyClay CountyCoahoma CountyCopiah CountyCovington CountyDeSoto CountyForrest CountyFranklin CountyGeorge CountyGreene CountyGrenada CountyHancock CountyHarrison CountyHinds CountyHolmes CountyHumphreys CountyIssaquena CountyItawamba CountyJackson CountyJasper CountyJefferson CountyJefferson Davis CountyJones CountyKemper CountyLafayette CountyLamar CountyLauderdale CountyLawrence CountyLeake CountyLee CountyLeflore CountyLincoln CountyLowndes CountyMadison CountyMarion CountyMarshall CountyMonroe CountyMontgomery CountyNeshoba CountyNewton CountyNoxubee CountyOktibbeha CountyPanola CountyPearl River CountyPerry CountyPike CountyPontotoc CountyPrentiss CountyQuitman CountyRankin CountyScott CountySharkey CountySimpson CountySmith CountyStone CountySunflower CountyTallahatchie CountyTate CountyTippah CountyTishomingo CountyTunica CountyUnion CountyWalthall CountyWarren CountyWashington CountyWayne CountyWebster CountyWilkinson CountyWinston CountyYalobusha CountyYazoo County,2986220,1221828.0,117786.0,10250.0,620007.0
2017,Missouri,Adair CountyAndrew CountyAtchison CountyAudrain CountyBarry CountyBarton CountyBates CountyBenton CountyBollinger CountyBoone CountyBuchanan CountyButler CountyCaldwell CountyCallaway CountyCamden CountyCape Girardeau CountyCarroll CountyCarter CountyCass CountyCedar CountyChariton CountyChristian CountyClark CountyClay CountyClinton CountyCole CountyCooper CountyCrawford CountyDade CountyDallas CountyDaviess CountyDeKalb CountyDent CountyDouglas CountyDunklin CountyFranklin CountyGasconade CountyGentry CountyGreene CountyGrundy CountyHarrison CountyHenry CountyHickory CountyHolt CountyHoward CountyHowell CountyIron CountyJackson CountyJasper CountyJefferson CountyJohnson CountyKnox CountyLaclede CountyLafayette CountyLawrence CountyLewis CountyLincoln CountyLinn CountyLivingston CountyMcDonald CountyMacon CountyMadison CountyMaries CountyMarion CountyMercer CountyMiller CountyMississippi CountyMoniteau CountyMonroe CountyMontgomery CountyMorgan CountyNew Madrid CountyNewton CountyNodaway CountyOregon CountyOsage CountyOzark CountyPemiscot CountyPerry CountyPettis CountyPhelps CountyPike CountyPlatte CountyPolk CountyPulaski CountyPutnam CountyRalls CountyRandolph CountyRay CountyReynolds CountyRipley CountySt. Charles CountySt. Clair CountySte. Genevieve CountySt. Francois CountySt. Louis CountySaline CountySchuyler CountyScotland CountyScott CountyShannon CountyShelby CountyStoddard CountyStone CountySullivan CountyTaney CountyTexas CountyVernon CountyWarren CountyWashington CountyWayne CountyWebster CountyWorth CountyWright CountySt. Louis city,6075300,2867393.0,175919.0,19345.0,861679.0
2017,Montana,Beaverhead CountyBig Horn CountyBlaine CountyBroadwater CountyCarbon CountyCarter CountyCascade CountyChouteau CountyCuster CountyDaniels CountyDawson CountyDeer Lodge CountyFallon CountyFergus CountyFlathead CountyGallatin CountyGarfield CountyGlacier CountyGolden Valley CountyGranite CountyHill CountyJefferson CountyJudith Basin CountyLake CountyLewis and Clark CountyLiberty CountyLincoln CountyMcCone CountyMadison CountyMeagher CountyMineral CountyMissoula CountyMusselshell CountyPark CountyPetroleum CountyPhillips CountyPondera CountyPowder River CountyPowell CountyPrairie CountyRavalli CountyRichland CountyRoosevelt CountyRosebud CountySanders CountySheridan CountySilver Bow CountyStillwater CountySweet Grass CountyTeton CountyToole CountyTreasure CountyValley CountyWheatland CountyWibaux CountyYellowstone County,1029862,497995.0,25076.0,3317.0,144198.0
2017,Nebraska,Adams CountyAntelope CountyArthur CountyBanner CountyBlaine CountyBoone CountyBox Butte CountyBoyd CountyBrown CountyBuffalo CountyBurt CountyButler CountyCass CountyCedar CountyChase CountyCherry CountyCheyenne CountyClay CountyColfax CountyCuming CountyCuster CountyDakota CountyDawes CountyDawson CountyDeuel CountyDixon CountyDodge CountyDouglas CountyDundy CountyFillmore CountyFranklin CountyFrontier CountyFurnas CountyGage CountyGarden CountyGarfield CountyGosper CountyGrant CountyGreeley CountyHall CountyHamilton CountyHarlan CountyHayes CountyHitchcock CountyHolt CountyHooker CountyHoward CountyJefferson CountyJohnson CountyKearney CountyKeith CountyKeya Paha CountyKimball CountyKnox CountyLancaster CountyLincoln CountyLogan CountyLoup CountyMcPherson CountyMadison CountyMerrick CountyMorrill CountyNance CountyNemaha CountyNuckolls CountyOtoe CountyPawnee CountyPerkins CountyPhelps CountyPierce CountyPlatte CountyPolk CountyRed Willow CountyRichardson CountyRock CountySaline CountySarpy CountySaunders CountyScotts Bluff CountySeward CountySheridan CountySherman CountySioux CountyStanton CountyThayer CountyThomas CountyThurston CountyValley CountyWashington CountyWayne CountyWebster CountyWheeler CountyYork County,1893921,987216.0,38881.0,4908.0,220330.0
2017,Nevada,Churchill CountyClark CountyDouglas CountyElko CountyEsmeralda CountyEureka CountyHumboldt CountyLander CountyLincoln CountyLyon CountyMineral CountyNye CountyPershing CountyStorey CountyWashoe CountyWhite Pine CountyCarson City,2887725,1341358.0,116285.0,7677.0,405263.0
2017,New Hampshire,Belknap CountyCarroll CountyCheshire CountyCoos CountyGrafton CountyHillsborough CountyMerrimack CountyRockingham CountyStrafford CountySullivan County,1331848,713424.0,33566.0,1789.0,104470.0
2017,New Jersey,Atlantic CountyBergen CountyBurlington CountyCamden CountyCape May CountyCumberland CountyEssex CountyGloucester CountyHudson CountyHunterdon CountyMercer CountyMiddlesex CountyMonmouth CountyMorris CountyOcean CountyPassaic CountySalem CountySomerset CountySussex CountyUnion CountyWarren County,8960161,4388024.0,328167.0,8051.0,938252.0
2017,New Mexico,Bernalillo CountyCatron CountyChaves CountyCibola CountyColfax CountyCurry CountyDe Baca CountyDoña Ana CountyEddy CountyGrant CountyGuadalupe CountyHarding CountyHidalgo CountyLea CountyLincoln CountyLos Alamos CountyLuna CountyMcKinley CountyMora CountyOtero CountyQuay CountyRio Arriba CountyRoosevelt CountySandoval CountySan Juan CountySan Miguel CountySanta Fe CountySierra CountySocorro CountyTaos CountyTorrance CountyUnion CountyValencia County,2084828,879201.0,73710.0,9212.0,420293.0
2017,New York,Albany CountyAllegany CountyBronx CountyBroome CountyCattaraugus CountyCayuga CountyChautauqua CountyChemung CountyChenango CountyClinton CountyColumbia CountyCortland CountyDelaware CountyDutchess CountyErie CountyEssex CountyFranklin CountyFulton CountyGenesee CountyGreene CountyHamilton CountyHerkimer CountyJefferson CountyKings CountyLewis CountyLivingston CountyMadison CountyMonroe CountyMontgomery CountyNassau CountyNew York CountyNiagara CountyOneida CountyOnondaga CountyOntario CountyOrange CountyOrleans CountyOswego CountyOtsego CountyPutnam CountyQueens CountyRensselaer CountyRichmond CountyRockland CountySt. Lawrence CountySaratoga CountySchenectady CountySchoharie CountySchuyler CountySeneca CountySteuben CountySuffolk CountySullivan CountyTioga CountyTompkins CountyUlster CountyWarren CountyWashington CountyWayne CountyWestchester CountyWyoming CountyYates County,19798228,9467631.0,685368.0,23203.0,2908471.0
2017,North Carolina,Alamance CountyAlexander CountyAlleghany CountyAnson CountyAshe CountyAvery CountyBeaufort CountyBertie CountyBladen CountyBrunswick CountyBuncombe CountyBurke CountyCabarrus CountyCaldwell CountyCamden CountyCarteret CountyCaswell CountyCatawba CountyChatham CountyCherokee CountyChowan CountyClay CountyCleveland CountyColumbus CountyCraven CountyCumberland CountyCurrituck CountyDare CountyDavidson CountyDavie CountyDuplin CountyDurham CountyEdgecombe CountyForsyth CountyFranklin CountyGaston CountyGates CountyGraham CountyGranville CountyGreene CountyGuilford CountyHalifax CountyHarnett CountyHaywood CountyHenderson CountyHertford CountyHoke CountyHyde CountyIredell CountyJackson CountyJohnston CountyJones CountyLee CountyLenoir CountyLincoln CountyMcDowell CountyMacon CountyMadison CountyMartin CountyMecklenburg CountyMitchell CountyMontgomery CountyMoore CountyNash CountyNew Hanover CountyNorthampton CountyOnslow CountyOrange CountyPamlico CountyPasquotank CountyPender CountyPerquimans CountyPerson CountyPitt CountyPolk CountyRandolph CountyRichmond CountyRobeson CountyRockingham CountyRowan CountyRutherford CountySampson CountyScotland CountyStanly CountyStokes CountySurry CountySwain CountyTransylvania CountyTyrrell CountyUnion CountyVance CountyWake CountyWarren CountyWashington CountyWatauga CountyWayne CountyWilkes CountyWilson CountyYadkin CountyYancey County,10052564,4571020.0,352287.0,96524.0,1579871.0
